stock_code,stock_name,current_price,base_score,corp_code,corp_name,report_nm,rcept_no,rcept_dt,status,document_status,confidence,export_hits,fx_hits,hedge_hits,foreign_debt_hits,import_cost_hits,fx_exposure_score,negative_score,final_score,evidence_snippet,reason,추천표시
019680,대교,936.0,0.0,00108913,대교,[기재정정]분기보고서 (2026.03),20260609000086,20260609,OK,OK_ZIP,A,39,37,41,4,0,72,8,139.2,"물류업 영위 30 사내 부설 어학연수원 설치 및 운영 미영위 31 종합유선방송 프로그램 공급업 영위 32 영상프로그램 제작 판매 임대업 영위 33 영상프로그램 수출입업 영위 34 오디오, 비디오물 제작 판매업 영위 35 방송설비 임대업 영위 36 영상프로그램 캐릭터 사업 영위 37 영상사업 및 음반 비디오물 제작 판매업 영",DART corp_code 매칭 / 최근 보고서: [기재정정]분기보고서 (2026.03) / 수출/해외·환율 단서 76건 / 환헤지/파생상품 단서 41건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
020120,키다리스튜디오,3305.0,0.0,00140131,키다리스튜디오,분기보고서 (2026.03),20260515001000,20260515,OK,OK_ZIP,A,106,35,10,4,0,72,8,139.2,"있으며, 특히 높은 수준의 서비스를 제공하고 있는 국내 플랫폼 기업이 활발하게 해외로 진출하고 있는 상황입니다. 문화체육관광부의 발표에 따르면 우리 만화 산업의 수출 규모는 2022년 1억 764만 달러에서 2023년 기준 1억 7,796만 달러를 기록하며 전년 대비 65.3%의 높은 성장률을 나타냈습니다. 주요 수출 지역은",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 141건 / 환헤지/파생상품 단서 10건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
023960,에쓰씨엔지니어링,1024.0,0.0,00121969,에쓰씨엔지니어링,분기보고서 (2026.03),20260515002738,20260515,OK,OK_ZIP,A,74,36,17,4,0,72,8,139.2,"위 18 부동산 임대 및 공급업 영위 19 부동산 관련 서비스업 미영위 20 광물수입 판매업 미영위 21 엔지니어링 서비스업 영위 22 화장품의 제조, 판매 및 수출입업 영위 23 폐기물 수집운반 및 처리업 미영위 24 건축, 토목, 플랜트, 전기 등 시설물에 대한 개보수업 영위 25 전자상거래 및 통신판매업 영위 26 타회",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 110건 / 환헤지/파생상품 단서 17건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
032640,LG유플러스,14200.0,0.0,00231363,LG유플러스,분기보고서 (2026.03),20260515000666,20260515,OK,OK_ZIP,A,43,22,119,4,0,72,8,139.2,AICC 등 기업고객향 사업들이 포함되어 있습니다. AIDC사업은 인터넷 기반의 IT산업이 급속도로 발전함에 따라 매년 빠른 성장을 기록하여 왔습니다. 최근에는 글로벌 CSP의 AIDC센터에 대한 수요가 증가함에 따라 2026년 1분기 AIDC사업 수익은 전년 대비 31.0 %의 성장을 기록하였습니다.기업회선사업의 경우 전기통,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 65건 / 환헤지/파생상품 단서 119건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
033250,체시스,3465.0,0.0,00125576,체시스,분기보고서 (2026.03),20260515001899,20260515,OK,OK_ZIP,A,18,59,128,4,0,72,8,139.2,"인도의 Mahindra & Mahindra Ltd. 에는 ""자동차 전륜현가장치의 설계/개발 및 차량육성 계약""을 체결하여 업계최초로 자동차 서스펜션 설계기술을 수출하였습니다. (3) 신기술인 U-O TYPE 프레스 공법은 토션빔과 트레일링암은 경량화와 원가절감에 성과를 달성했으며, GM의 소형 SUV 트레일블레이저 양산적용",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 77건 / 환헤지/파생상품 단서 128건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
034310,NICE,11410.0,0.0,00158316,NICE,분기보고서 (2026.03),20260515001758,20260515,OK,OK_ZIP,A,69,70,21,4,0,72,8,139.2,"22년 전자담배 시장에 진입하여 사업영역을 확대하였습니다. KT&G에궐련형 전자담배 디바이스와 액상 카트리지를 공급하고 있으며 2023년 2월에는 전자담배 해외 수출을 개시하였습니다. 2023년 11월, 2024년 10월에는 기존 전자담배 디바이스 2개 모델의 이원화 양산을 시작하였으며, 2026년 1월 회사가 개발한 신규",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 139건 / 환헤지/파생상품 단서 21건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
035720,카카오,35500.0,0.0,00258801,카카오,분기보고서 (2026.03),20260515001802,20260515,OK,OK_ZIP,A,62,31,57,4,0,72,8,139.2,"체 실태조사) 이에 주요 스토리 콘텐츠 제공자들은 일본, 북미 그리고 중화권으로 글로벌 시장을 개척해 나가고 있습니다. 특히 일본은 전자책·유료 플랫폼 성장으로 수출 증가폭이 가장 크게 나타났습니다. 현지화 역량 강화와 신흥 시장 개척을 통해 작품 수 증가가 실질적인 매출 증대로 이어질 수 있도록 구조를 개선해 나가고 있습니",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 93건 / 환헤지/파생상품 단서 57건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
036420,콘텐트리중앙,1742.0,0.0,00203315,콘텐트리중앙,분기보고서 (2026.03),20260515002607,20260515,OK,OK_ZIP,A,23,21,61,4,0,72,8,139.2,"의 지상파 중심에서 2011년에 개국한 4개의 종합편성채널(JTBC, 채널A, TV조선, MBN) 및 CJ, 티캐스트 등 케이블TV의 자체프로그램 제작 및 최근 글로벌 OTT플랫폼의 급격한 성장에 따라 프로그램의 수요는 꾸준한 증가 추세에 있습니다.한편, 플러스엠은 극장 개봉향 국내 영화 중 흥행 가능성이 높은 영화에 직접 제",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 44건 / 환헤지/파생상품 단서 61건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
047400,유니온머티리얼,960.0,0.0,00369833,유니온머티리얼,분기보고서 (2026.03),20260515002316,20260515,OK,OK_ZIP,A,172,36,19,4,0,72,8,139.2,"니다. 이러한 기술 축적은 내마모성, 내식성 및 반복 작동 환경에서의 신뢰성이 요구되는 프리미엄 수전 제품 적용에 중요한 기반으로 작용하고 있습니다. 또한 주요 수출국 국가별 보건 인증 경험을 바탕으로 규제환경 변화에 대응해 왔으며, 이를 통해 구축된 품질 관리 체계와 공정 안정성은 장기적인 공급 관계 유지에 중요한 요소로",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 208건 / 환헤지/파생상품 단서 19건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
058430,포스코스틸리온,5030.0,0.0,00155258,포스코스틸리온,분기보고서 (2026.03),20260514001105,20260514,OK,OK_ZIP,A,76,20,11,4,0,72,8,139.2,"37 기(2024년) 제품가격 1,474 1,372 1,382 ※ 포스코스틸리온 별도 기준(임가공 포함)(1) 산출기준 - 산출대상 : 당사 생산 제품 (내수/수출) - 산출방법 : 제품 매출액의 평균가격(2) 주요 가격변동원인 - 환율 상승 및 부자재 가격 인상, 임가공 물량 감소 영향 판매단가 상승 3. 원재료 및 생산",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 96건 / 환헤지/파생상품 단서 11건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
071840,롯데하이마트,6320.0,0.0,00158307,롯데하이마트,분기보고서 (2026.03),20260515002021,20260515,OK,OK_ZIP,A,25,19,49,4,0,72,8,139.2,"수 있습니다. 4. 매출 및 수주상황 가. 매출실적 (단위 : 백만원) 사업부문 매출유형 품목 제40기 1분기 제39기 제38기 전자제품전문점 상품 가전제품 등 수출 - - - 내수 488,303 2,265,074 2,329,041 합계 488,303 2,265,074 2,329,041 기타매출 서비스 및임대수입 등 수출 -",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 44건 / 환헤지/파생상품 단서 49건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
079160,CJ CGV,4425.0,0.0,00303873,CJ CGV,분기보고서 (2026.03),20260515001387,20260515,OK,OK_ZIP,A,48,20,73,4,0,72,8,139.2,"기업으로 성장하고 있으며, 신유통 사업은 상품 경쟁력과 콘텐츠를 활용하여 소비자들에게 차별적 쇼핑의 경험을 제시하는 전략을 바탕으로, 중국, 동남아, 중남미 등 해외시장에도 활발히 진출하여 글로벌 기업으로서의 입지를 다지고 있습니다. - 엔터테인먼트 & 미디어엔터테인먼트 & 미디어 사업은 영화, 음악, 드라마, 공연 등 다양한",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 68건 / 환헤지/파생상품 단서 73건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
082640,동양생명,7460.0,0.0,00117267,동양생명,[기재정정]분기보고서 (2026.03),20260529002292,20260529,OK,OK_ZIP,A,102,75,1158,4,0,72,8,139.2,"자산 내역은 없습니다. (2) 전분기 중 관계기업에 대한 지분법 평가내역은 다음과 같습니다. (단위: 백만원) 구분 기초 재분류(*) 지분법손익 분기말 다올EMP글로벌자산배분전문투자형사모증권투자신탁1호(채권혼합-재간접형) 50,107 - (4,873) 45,234 웰컴베스트단기채투자증권신탁[채권형] 1,536 (1,547) 1",DART corp_code 매칭 / 최근 보고서: [기재정정]분기보고서 (2026.03) / 수출/해외·환율 단서 177건 / 환헤지/파생상품 단서 1158건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
084010,대한제강,7920.0,0.0,00113225,대한제강,분기보고서 (2026.03),20260515000697,20260515,OK,OK_ZIP,A,149,153,118,4,0,72,8,139.2,"업무를 통해 시너지 및 가치를 창출하고 이를 기반으로 최상의 서비스를 고객에게 제공합니다. (1) 산업의 특성 물류산업은 산업 전반의 연결 고리로 내수 경제, 수출입 교역량 등의 국내 산업 경기에 민감한 영향을 받으며, 특히 국내 경제의 주요 기반 산업인 철강, 자동차, 유통 등 업황에 많은 영향을 받습니다. 또한 수출입",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 302건 / 환헤지/파생상품 단서 118건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
092220,KEC,3460.0,0.0,00589127,KEC,분기보고서 (2026.03),20260514000602,20260514,OK,OK_ZIP,A,89,25,10,4,0,72,8,139.2,"ide SSTR Market에서 해외 글로벌기업들과 어깨를 나란히 하며 오랜 기간 국내 굴지의 가전, 자동차 제조 기업과 협력하고 있으며 중국, 일본, 미국으로 수출 비중을 높이며 글로벌 기업으로 도약하고 있습니다.현재 11개의 현지법인 및 해외 영업망을 통해 제품을 공급하고 있으며 글로벌 대형 유통사와의 파트너십을 통해 글",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 114건 / 환헤지/파생상품 단서 10건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
100220,비상교육,5250.0,0.0,00520887,비상교육,[기재정정]사업보고서 (2025.12),20260625000299,20260625,OK,OK_ZIP,A,44,86,55,4,0,72,8,139.2,"및 판매업 영위 39 원격 교육 및 운영업 영위 40 정보처리시스템 및 네트워크 설치 및 제작업 영위 41 연구개발, 기업부설 연구소 설립 및 운영 영위 42 수출입업 영위 43 캐릭터제작 및 판매업 영위 44 여행알선 및 여행사운영 미영위 45 원격평생교육사업 영위 46 평생교육사업 영위 47 유료직업알선업 영위 48 일",DART corp_code 매칭 / 최근 보고서: [기재정정]사업보고서 (2025.12) / 수출/해외·환율 단서 130건 / 환헤지/파생상품 단서 55건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
102460,이연제약,10170.0,0.0,00145598,이연제약,분기보고서 (2026.03),20260515002954,20260515,OK,OK_ZIP,A,143,32,16,4,0,72,8,139.2,"영위 여부 1 의약품 및 화장품 제조업 영위 2 의약품 도매업 영위 3 의약품 원료 합성업 영위 4 수산업 미영위 5 광 업 미영위 6 가공 및 판매업 영위 7 수출입업 영위 8 대리업 미영위 9 식품제조 및 판매업 미영위 10 부동산 매매업 및 임대업 미영위 11 유전공학적 의약품의 제조, 판매 및 생산대행업 영위 12 천",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 175건 / 환헤지/파생상품 단서 16건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
119650,KC코트렐,918.0,0.0,00797364,KC코트렐,분기보고서 (2026.03),20260515002693,20260515,OK,OK_ZIP,A,298,36,26,4,0,72,8,139.2,"및 수주상황 가. 사업부문별 매출실적 (단위 : 백만원) 품목 판매구분 제17기 1분기 제16기 제15기 분진처리설비 내수 4,999 35,327 51,752 수출 4,402 11,952 21,473 계 9,401 47,279 73,225 GAS처리설비 내수 1,398 19,734 37,734 수출 11,737 112,41",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 334건 / 환헤지/파생상품 단서 26건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
120030,조선선재,87300.0,0.0,00796994,조선선재,[기재정정]사업보고서 (2025.12),20260518000009,20260518,OK,OK_ZIP,A,23,51,14,4,0,72,8,139.2,"파급효과가 가장 큰 기반산업이며, 부품을 조립하여 제품으로서 기능을 부여하는 핵심 기술입니다. 용접 산업의 발전은 전방의 국가 주력 산업을 통한 국가의 성장과 수출을 주도하며 이를 통하여 후방으로는 다양한 소재, 부품, 원자재 분야 등 산업 전반에 걸친 발전을 도모하는 선순환 발전 유도가 되는 산업입니다. 산업연관구조.jp",DART corp_code 매칭 / 최근 보고서: [기재정정]사업보고서 (2025.12) / 수출/해외·환율 단서 74건 / 환헤지/파생상품 단서 14건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
123700,SJM,3280.0,0.0,00815369,에스제이엠,분기보고서 (2026.03),20260515001168,20260515,OK,OK_ZIP,A,97,63,100,4,0,72,8,139.2,품 생산공장 이전 1992.04 가압급수기(WATER POWER) 신제품 개발 시판 1993.09 서부지역 시화공업단지 제 3공장 준공 1993.11 500만불 수출탑 수상 1994.01 무역업허가(갑류) 등록 (등록번호 592398) 1995.12 성진기공(주) 부설연구소 설립 (제 961016호) 1996.11 (주)에스,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 160건 / 환헤지/파생상품 단서 100건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
123890,한국자산신탁,2220.0,0.0,00404701,한국자산신탁,분기보고서 (2026.03),20260515002278,20260515,OK,OK_ZIP,A,52,27,20,4,0,72,8,139.2,",996,153 엠디엠오에프피제1호사모투자합자회사 투자업 관계기업투자지분 2026-03-31 31.25% 21,706,105 31.25% 21,390,783 카임글로벌밸류일반사모부동산투자신탁A종(*1) 투자업 관계기업투자지분 2026-03-31 100.00% 20,625,041 100.00% 20,020,055 카임글로벌밸류일",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 79건 / 환헤지/파생상품 단서 20건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
130660,한전산업,11590.0,0.0,00194947,한전산업,분기보고서 (2026.03),20260513000798,20260513,OK,OK_ZIP,A,14,26,12,4,0,72,8,139.2,"현재는 화력, 원자력발전소에서 기계, 전기, 제어 정비업무를 수행하며 역량을 강화해 나가고 있습니다. 또한 발전설비 운영의 오랜 경험을 바탕으로 2008년부터 동남아시아, 인도, 아프리카, 남아메리카 등 해외사업 분야에 서도 석탄화력, 복합화력의 시운전, 정비를 수행하며 업무영역을 확장해 가고있습니다. [한전산업 주요 담당",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 40건 / 환헤지/파생상품 단서 12건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
170900,동아에스티,35250.0,0.0,00956930,동아에스티,분기보고서 (2026.03),20260515000983,20260515,OK,OK_ZIP,A,184,23,17,4,0,72,8,139.2,"5,797 23,653 22,262 스티렌 3,925 16,445 17,112 리피논 3,190 13,504 13,487 바라클 1,947 7,235 7,122 수출 전문의약품 13,460 77,285 61,481 캔박카스 및 기타 20,263 92,798 89,594 - 기타 61,903 247,251 228,761 합 계",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 207건 / 환헤지/파생상품 단서 17건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
180640,한진칼,134000.0,0.0,00983040,한진칼,분기보고서 (2026.03),20260515002523,20260515,OK,OK_ZIP,A,81,58,35,4,0,72,8,139.2,"인기, 무인협동전투기에 이르기까지 다양한 플랫폼을 개발 및 생산하고 있으며, 현재 대형무인기의 양산을 주력사업으로 진행 중입니다. 또한 지속적 성장을 위한 해외 수출도 적극 추진하고 있습니다. 나. 주요자회사 ㈜한진 (1) 물류사업1945년 창립 이래 80년간 축적해 온 운송 노하우와 전국 주요 거점의 복합물류 인프라를 바탕",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 139건 / 환헤지/파생상품 단서 35건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
214320,이노션,18850.0,0.0,00565154,이노션,분기보고서 (2026.03),20260515002698,20260515,OK,OK_ZIP,A,91,91,36,4,0,72,8,139.2,"식품, 유통, 화장품, 인터넷, 게임 등 다양한 업종의 비계열 광고주를 대행해왔습니다. 당사는 미주 및 유럽, 동남아, 중동 등 해외 네트워크를 보유하고 있으며,해외시장으로 사업을 확장하는 한국 기업 뿐 아니라, 해외지역 로컬 광고주도적극적으로 영입하고 있습니다. 설립 이후 다양한 국제광고제 수상을 통해크리에이티브 역량을 입증받",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 182건 / 환헤지/파생상품 단서 36건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
226320,잇츠한불,9670.0,0.0,00911955,잇츠한불,분기보고서 (2026.03),20260515001431,20260515,OK,OK_ZIP,A,45,32,8,4,0,72,8,139.2,기 및 전산 소모품 판매업 25. 전자상거래 및 인터넷 관련 사업 26. 의료기기 제조업 및 판매업 27. 위 각호에 관련된 위탁판매업 28. 위 각호에 관련된 수출입업 29. 위 각호에 관련된 가공위탁판매업 30. 위 각호에 관련된 유통업 31. 위 각호에 관련된 통신판매업 32. 위 각호에 관련된 인터넷 판매업 33. 위,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 77건 / 환헤지/파생상품 단서 8건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
259960,크래프톤,235500.0,0.0,00760971,크래프톤,분기보고서 (2026.03),20260515002756,20260515,OK,OK_ZIP,A,242,31,76,4,0,72,8,139.2,al Festival of Creativity 2022 필름 부문 동상 수상 2022년 08월 2022 대한민국 일자리 으뜸기업 수상 2022년 12월 10억불 수출의 탑 수상 2023년 09월 2023 대한민국 일자리 으뜸기업 수상 2024년 10월 2024 한국IR대상 우수기업 수상 2025년 06월 광고 캠페인 인도 K,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 273건 / 환헤지/파생상품 단서 76건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
267260,HD현대일렉트릭,945000.0,0.0,01205851,HD현대일렉트릭,분기보고서 (2026.03),20260515002315,20260515,OK,OK_ZIP,A,196,69,359,4,0,72,8,139.2,", 고압차단기 등) 69%, 회전기기(회전기, 저압전동기 등) 18%, 배전기기등(배전반, 저압차단기, 전력제어, ICT 外) 13%입니다. 그리고 당분기 누적 수출금액은 836,154백만원으로 수출 비중은 81%입니다. 연결매출 중 5%를 초과하는 주요 매출처는 Xcel Energy, 사우디전력청, NextEra Energ",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 265건 / 환헤지/파생상품 단서 359건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
272550,삼양패키징,8610.0,0.0,01060814,삼양패키징,분기보고서 (2026.03),20260515001620,20260515,OK,OK_ZIP,A,68,27,73,4,0,72,8,139.2,"급하고 있으며, 주로 음료, 주류 시장 내 대형 수요처에 공급하고 있습니다.(3) Recycling 사업제병용 R-Chip은 유럽 시장의 강세가 지속되고 있어, 수출 판매를 추진하고 있습니다. 섬유용 R-Chip은 중국 제품의 국내 시장 진입에 따라 가격 경쟁이 심화되고 있습니다. (3) 시장점유율 추이 품목명 2026년도",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 95건 / 환헤지/파생상품 단서 73건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
307950,현대오토에버,505000.0,0.0,00362441,현대오토에버,분기보고서 (2026.03),20260515001448,20260515,OK,OK_ZIP,A,91,19,11,4,0,72,8,139.2,"따라 담당부서에 의해 이루어지고 있습니다. 당사의 담당부서는 현업부서들과 긴밀히 협력하여 재무위험을 식별, 평가 및 회피하고 있습니다. (1) 외환위험 당사는 글로벌 영업 및 장부통화와 다른 수입과 지출로 인해 외화 환포지션이 발생하며, 환포지션이 발생하는 주요 외화로는 USD, EUR 등이 있습니다. 당사는 대상 부문별로",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 110건 / 환헤지/파생상품 단서 11건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
317400,자이에스앤디,4600.0,0.0,00367844,자이에스앤디,[기재정정]사업보고서 (2025.12),20260630001001,20260630,OK,OK_ZIP,A,139,94,25,4,0,72,8,139.2,"25.5 511,686 21.5 합 계 1,387,596 100.0 1,578,173 100.0 2,374,633 100.0 1) 해외 부문은 자이씨앤에이(주) 수출부문과 및 해외법인에서 발생한 매출을 합산하여 기재하였습니다. □ 자이씨앤에이 (단위 : 백만원) 구 분 제5기 제4기 제3기 사업부문 매출유형 품목 자이씨앤에이",DART corp_code 매칭 / 최근 보고서: [기재정정]사업보고서 (2025.12) / 수출/해외·환율 단서 233건 / 환헤지/파생상품 단서 25건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
344820,KCC글라스,23200.0,0.0,01428203,케이씨씨글라스,분기보고서 (2026.03),20260515002927,20260515,OK,OK_ZIP,A,146,21,167,4,0,72,8,139.2,"출을 위해 인도네시아 법인 설립을 결정하였으며 2024년 12월부터 건축용유리의 상업 생산을 시작하였습니다. 현재 인도네시아 현지 시장에 안착하고, 동시에 해외 수출을 확대하고자 영업망을 지속적으로 확장해 나가고 있습니다. 유리는 크게 건축용과 자동차용으로 구분되며 건축용 유리는 당사의 주력 제품입니다. 기존 유리 기술보다",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 167건 / 환헤지/파생상품 단서 167건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
377300,카카오페이,40600.0,0.0,01244601,카카오페이,분기보고서 (2026.03),20260514001050,20260514,OK,OK_ZIP,A,39,18,19,4,0,72,8,139.2,"테크 업체들은 이에 부합하는 안전하고 편리한 서비스 제공을 위해 만전의 노력을 기울이고 있습니다. (3) 경기변동의 특성 및 계절성 금융업은 대체로 실물 경기, 글로벌 금융환경은 물론 정치, 사회 등 다양한 외부 환경 변화에 민감하게 반응하는 업종으로, 일반경기변동과의 상관관계가 다소 높은 편에 속합니다. 따라서, 금융업을 기",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 57건 / 환헤지/파생상품 단서 19건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
378850,화승알앤에이,2915.0,0.0,01532603,화승알앤에이,분기보고서 (2026.03),20260515001665,20260515,OK,OK_ZIP,A,61,38,24,4,0,72,8,139.2,"업 영위 2 산업용고무제품 제조업 및 매매업 미영위 3 조선기자재 제조업 및 매매업 미영위 4 금속업 기계가공제품의 제조업 및 판매업 미영위 5 각 호에 관련된 수출입업 및 동수입품 판매업 영위 6 군납업, 관급자재 제조업 및 판매업 미영위 7 부동산 임대 및 매매업 영위 8 주택건설 사업 미영위 9 특정 및 일반폐기물 수집",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 99건 / 환헤지/파생상품 단서 24건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
454910,두산로보틱스,84600.0,0.0,01105153,두산로보틱스,분기보고서 (2026.03),20260515001834,20260515,OK,OK_ZIP,A,65,52,30,4,0,72,8,139.2,"백만원, %) 구분 주요 판매경로 판매경로별 매출액 판매경로별 매출 비중 협동로봇 등 내수 딜러사 경유 판매 1,400 9.2% 직접 판매 2,964 19.4% 수출 딜러사 경유 판매 3,063 20.0% 직접 판매 7,868 51.4% 합계 15,295 100.0% ※ 상기 매출액은 2026년 1분기 매출 기준입니다. (2",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 117건 / 환헤지/파생상품 단서 30건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
457190,이수스페셜티케미컬,68200.0,0.0,01762569,이수스페셜티케미컬,분기보고서 (2026.03),20260515001513,20260515,OK,OK_ZIP,A,161,27,72,4,0,72,8,139.2,"이 (단위 : 천원) 품목 제4기 1분기(2026년) 제3기(2025년) 제2기(2024년) Mercaptan 상품군(톤) 내수 4,784 4,921 4,831 수출 4,729 4,946 5,049 Solvent 상품군(톤) 내수 1,392 1,340 1,422 수출 1,340 1,354 1,412 Base Oil(톤) 내수",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 188건 / 환헤지/파생상품 단서 72건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
462520,조선내화,15960.0,0.0,01770203,조선내화,분기보고서 (2026.03),20260513000687,20260513,OK,OK_ZIP,A,33,19,14,4,0,72,8,139.2,"2% - ※ 대한내화물공업협동조합의 ""내화물공업현황""(2025.06)에 의함. (3) 시장의 특성 1) 주요목표시장 : 제철,제강,시멘트,유리,비철금속 업체 및 수출 2) 수요자의 구성 및 특성 : 제철,제강,시멘트,유리,비철금속등의 고정거래처에 판매하고 있음 (4) 조직도 조선내화 전사 조직도.jpg 2026년 1분기 조선",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 52건 / 환헤지/파생상품 단서 14건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
475560,더본코리아,14770.0,0.0,00968607,더본코리아,분기보고서 (2026.03),20260515002760,20260515,OK,OK_ZIP,A,58,17,8,4,0,72,8,139.2,"협업을 통해 일부 유통채널을 확보한 후에는, 상품개발 노하우가 축적되어 다양한 채널로 추가적으로 확장할 수 있었습니다. 향후 유통사업은 군급식, 기업형B2B, 수출, 온라인 자사몰 영역으로까지 저변을 확대할 계획입니다. [더본코리아 유통사업 제품 예시] 유통상품 예시_1.jpg 유통상품 예시_1 유통상품 예시_2.jpg 유",DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 75건 / 환헤지/파생상품 단서 8건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,✅
