추천표시,stock_code,stock_name,current_price,corp_code,corp_name,report_nm,rcept_dt,confidence,fx_exposure_score,base_score,negative_score,final_score,export_hits,fx_hits,hedge_hits,foreign_debt_hits,import_cost_hits,status,document_status,reason,evidence_snippet
✅,079160,CJ CGV,4505.0,00303873,CJ CGV,분기보고서 (2026.03),20260515,A,72,0.0,8,139.2,48,20,73,4,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 68건 / 환헤지/파생상품 단서 73건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,"기업으로 성장하고 있으며, 신유통 사업은 상품 경쟁력과 콘텐츠를 활용하여 소비자들에게 차별적 쇼핑의 경험을 제시하는 전략을 바탕으로, 중국, 동남아, 중남미 등 해외시장에도 활발히 진출하여 글로벌 기업으로서의 입지를 다지고 있습니다. - 엔터테인먼트 & 미디어엔터테인먼트 & 미디어 사업은 영화, 음악, 드라마, 공연 등 다양한"
✅,092220,KEC,4235.0,00589127,KEC,분기보고서 (2026.03),20260514,A,72,0.0,8,139.2,89,25,10,4,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 114건 / 환헤지/파생상품 단서 10건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,"ide SSTR Market에서 해외 글로벌기업들과 어깨를 나란히 하며 오랜 기간 국내 굴지의 가전, 자동차 제조 기업과 협력하고 있으며 중국, 일본, 미국으로 수출 비중을 높이며 글로벌 기업으로 도약하고 있습니다.현재 11개의 현지법인 및 해외 영업망을 통해 제품을 공급하고 있으며 글로벌 대형 유통사와의 파트너십을 통해 글"
✅,119650,KC코트렐,918.0,00797364,KC코트렐,분기보고서 (2026.03),20260515,A,72,0.0,8,139.2,298,36,26,4,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 334건 / 환헤지/파생상품 단서 26건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,"및 수주상황 가. 사업부문별 매출실적 (단위 : 백만원) 품목 판매구분 제17기 1분기 제16기 제15기 분진처리설비 내수 4,999 35,327 51,752 수출 4,402 11,952 21,473 계 9,401 47,279 73,225 GAS처리설비 내수 1,398 19,734 37,734 수출 11,737 112,41"
✅,123700,SJM,3255.0,00815369,에스제이엠,분기보고서 (2026.03),20260515,A,72,0.0,8,139.2,97,63,100,4,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 160건 / 환헤지/파생상품 단서 100건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,품 생산공장 이전 1992.04 가압급수기(WATER POWER) 신제품 개발 시판 1993.09 서부지역 시화공업단지 제 3공장 준공 1993.11 500만불 수출탑 수상 1994.01 무역업허가(갑류) 등록 (등록번호 592398) 1995.12 성진기공(주) 부설연구소 설립 (제 961016호) 1996.11 (주)에스
✅,267260,HD현대일렉트릭,1130000.0,01205851,HD현대일렉트릭,분기보고서 (2026.03),20260515,A,72,0.0,8,139.2,196,69,359,4,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 265건 / 환헤지/파생상품 단서 359건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,", 고압차단기 등) 69%, 회전기기(회전기, 저압전동기 등) 18%, 배전기기등(배전반, 저압차단기, 전력제어, ICT 外) 13%입니다. 그리고 당분기 누적 수출금액은 836,154백만원으로 수출 비중은 81%입니다. 연결매출 중 5%를 초과하는 주요 매출처는 Xcel Energy, 사우디전력청, NextEra Energ"
✅,344820,KCC글라스,23100.0,01428203,케이씨씨글라스,분기보고서 (2026.03),20260515,A,72,0.0,8,139.2,146,21,167,4,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 167건 / 환헤지/파생상품 단서 167건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,"출을 위해 인도네시아 법인 설립을 결정하였으며 2024년 12월부터 건축용유리의 상업 생산을 시작하였습니다. 현재 인도네시아 현지 시장에 안착하고, 동시에 해외 수출을 확대하고자 영업망을 지속적으로 확장해 나가고 있습니다. 유리는 크게 건축용과 자동차용으로 구분되며 건축용 유리는 당사의 주력 제품입니다. 기존 유리 기술보다"
✅,003580,HLB글로벌,1503.0,00169048,HLB글로벌,분기보고서 (2026.03),20260515,A,70,0.0,4,138.6,51,12,41,2,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 63건 / 환헤지/파생상품 단서 41건 / 외화부채·수입원가 부담 단서 2건 / 공시신뢰도 A,"까지 유통망을 확대해 나아가고 있습니다.[화장품 부문] HLB생활건강은 엘리샤코이 및 테트라포스, 미인실록 브랜드로 화장품 사업을 영위 중입니다. 전 세계적으로 수출 지역이 늘어나고 있으며, 특히 동유럽, 중국, 중동과 같은 큰 시장에서 수출을 주력으로 성장하고 있습니다. 또한 내수 온라인 채널 및 종합몰 등 온라인 소셜에서"
✅,037270,YG PLUS,3950.0,00249247,YG PLUS,분기보고서 (2026.03),20260515,A,71,0.0,8,138.2,82,22,7,4,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 104건 / 환헤지/파생상품 단서 7건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,"영위 2 광고물 제작판매 미영위 3 인쇄 및 출판업 미영위 4 홍보, 판촉, 시장조사 대행업 미영위 5 자료처리 용역업 미영위 6 문화 및 기타 영화의 제작 및 수출입업 미영위 7 문화, 스포츠 이벤트 등의 흥행사업 미영위 8 철물, 도장 공사업 미영위 9 음반(멀티미디어 포함) 제작 판매 및 수출입업 영위 10 라디오, 텔"
✅,000680,LS네트웍스,3165.0,01933981,비엔케이제3호스팩,분기보고서 (2026.03),20260515,A,68,0.0,0,138.0,22,9,8,0,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 31건 / 환헤지/파생상품 단서 8건 / 공시신뢰도 A,"케어 활성화 에너지신기술 목표 - ('25) SMR (Small Modular Reactor) 핵심기술 개발 -> ('28) 표준설계 인가 획득 -> ('30) 수출 및 사업화 - 청정수소 생산기술 국산화 ('27년 1~2MW급, '30년 10MW급) 등 계획 - 민관 매칭 펀드 조성 및 지원으로 원전 초기 연구개발 리스크"
✅,044450,KSS해운,9840.0,00160232,KSS해운,분기보고서 (2026.03),20260515,A,70,0.0,8,137.2,54,43,6,4,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 97건 / 환헤지/파생상품 단서 6건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,"원칙에 따라 운송의 자유성을 확보하고 있으며 선박운항과 취득, 용대선 등의 활동범위 또한 국경을 초월하는 국제성을 띠고 있습니다. 특히, 우리나라의 경우 국제 수출입화물의 99.7%(2022년 기준)가 해운을 통하여 수송되고 있고, 이러한 추세는 아래의 국제 화물수송량 및 분담율에서 보시는 것과 같이 앞으로도 지속될 것으로"
✅,000860,강남제비스코,13310.0,00100939,강남제비스코,분기보고서 (2026.03),20260515,A,70,0.0,10,136.5,156,40,13,4,1,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 196건 / 환헤지/파생상품 단서 13건 / 외화부채·수입원가 부담 단서 5건 / 공시신뢰도 A,"공기정화 및 항균기술을 바탕으로 한 신규시장 진출, 시장 선도기술을 적용한 식품포장 접착제 및 폴리우레아 시장지배력 강화, 해외시장 확대, 전자재료용 첨단소재 수출 확대 등 전방위적 활로를 개척하고 있습니다. 복합성형재료 등 부문은 항공우주 및 방위산업, 운송ㆍ운수, 스포츠 등 다양한 분야에서 경량화 소재가 요구되면서 복합"
✅,017860,DS단석,14970.0,00108612,DS단석,분기보고서 (2026.03),20260515,A,70,0.0,10,136.5,113,16,40,4,1,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 129건 / 환헤지/파생상품 단서 40건 / 외화부채·수입원가 부담 단서 5건 / 공시신뢰도 A,"추이 (단위: 원/kg) 구 분 2026년 1분기 (제43기) 2025년 (제42기) 2024년 (제41기) 바이오에너지 내수 1,675 1,569 1,329 수출 1,808 1,686 1,390 배터리리사이클 내수 4,956 4,179 3,389 수출 3,085 3,073 3,043 플라스틱리사이클 내수 1,924 1,8"
✅,000590,CS홀딩스,71900.0,00149026,CS홀딩스,분기보고서 (2026.03),20260515,A,68,0.0,8,135.2,14,39,5,4,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 53건 / 환헤지/파생상품 단서 5건 / 외화부채·수입원가 부담 단서 4건 / 공시신뢰도 A,"파급효과가 가장 큰 기반산업이며, 부품을 조립하여 제품으로서 기능을 부여하는 핵심 기술입니다. 용접 산업의 발전은 전방의 국가 주력 산업을 통한 국가의 성장과 수출을 주도하며 이를 통하여 후방으로는 다양한 소재, 부품, 원자재 분야 등 산업 전반에 걸친 발전을 도모하는선순환 발전 유도가 되는 산업입니다. 산업연관구조.jpg"
✅,001530,DI동일,23250.0,00118345,디아이동일,분기보고서 (2026.03),20260515,A,68,0.0,12,133.8,158,56,100,6,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 214건 / 환헤지/파생상품 단서 100건 / 외화부채·수입원가 부담 단서 6건 / 공시신뢰도 A,"변경 3. 사업목적 현황 구 분 사업목적 사업영위 여부 1 섬유제품의 제조, 가공 및 판매 영위 2 전자, 기계, 금속 및 화학제품의 제조 및 판매 미영위 3 수출입업 영위 4 용역업 영위 5 부동산의 개발, 매매 및 임대업 영위 6 주택건설 및 분양사업 미영위 7 각종 스포츠시설 및 운영 미영위 8 문화, 예술시설 및 운"
✅,002380,KCC,504000.0,00105271,케이씨씨,분기보고서 (2026.03),20260515,A,68,0.0,12,133.8,300,54,189,6,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 354건 / 환헤지/파생상품 단서 189건 / 외화부채·수입원가 부담 단서 6건 / 공시신뢰도 A,"18 주차장 운영업 영위 19 창고업 영위 20 각종 제품, 상품의 매매 및 위탁, 판매업 영위 21 일반 도, 소매 유통업 영위 22 전자상거래업 영위 23 수출입업 영위 24 스포츠단 운영 및 부대사업 영위 25 체육시설 운영 및 임대업 영위 26 그린리모델링 연구 및 관련사업 영위 27 환경 관련 연구 및 관련사업 영"
✅,006840,AK홀딩스,6360.0,00125080,AK홀딩스,분기보고서 (2026.03),20260515,A,68,0.0,12,133.8,119,88,177,6,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 207건 / 환헤지/파생상품 단서 177건 / 외화부채·수입원가 부담 단서 6건 / 공시신뢰도 A,"구매상품 등으로 구성되며 제 15기 1분기 말 기준 매출 실적은 다음과 같습니다. 기준일 : 2026년 3월 31일 (단위 : 백만원) 구분 주요제품 및 서비스 수출 내수 합계 매출비율 가소제사업부문 애경케미칼(주)애경(영파)화공 유한공사상해투자관리유한공사 가소제, 무수프탈산, 윤활기유 등 69,868 65,543 135,4"
✅,010950,S-Oil,111400.0,00138279,S-Oil,분기보고서 (2026.03),20260515,A,68,0.0,12,133.8,140,79,115,6,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 219건 / 환헤지/파생상품 단서 115건 / 외화부채·수입원가 부담 단서 6건 / 공시신뢰도 A,". 4. 매출 및 수주상황 가. 매출실적 (단위 : 백만원) 사업 부문 매출유형 품목 제52기 1분기 제51기 연간 제50기 연간 정유부문 제품 및 상품 LPG 수출 - - - 내수 123,090 500,499 495,207 합계 123,090 500,499 495,207 휘발유 수출 738,449 3,234,247 3,87"
✅,014790,HL D&I,2625.0,00161116,HL D&I,분기보고서 (2026.03),20260515,A,68,0.0,12,133.8,33,38,8,6,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 71건 / 환헤지/파생상품 단서 8건 / 외화부채·수입원가 부담 단서 6건 / 공시신뢰도 A,"을 연결하는 공통접속영역으로서 물류, 생산, 생활, 정보생산 및 국제교역의 기능과 배후부지 경제발전을 위한 기지로서의 역할을 수행하는 종합공간으로서 항만을 통해 수출이되는 모든 화물에 대한 서비스활동을 수행하며, 우리나라 수출입 화물의 99%이상이 항만을 통해 처리되고 있음을 감안하면 항만하역은 국가경제적 위치는 매우 큽니다"
✅,016610,DB증권,10730.0,00115694,DB증권,분기보고서 (2026.03),20260515,A,68,0.0,12,133.8,17,71,517,6,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 88건 / 환헤지/파생상품 단서 517건 / 외화부채·수입원가 부담 단서 6건 / 공시신뢰도 A,"료는 한국거래소/금융투자협회 통계자료를 기준으로 작성하였습니다.※ 주식시장 거래대금 및 개인비중은 KOSPI시장과 KOSDAQ시장을 합산하여 작성하였습니다. □ 해외시장 주요지표 구분(pt) 2026.03 2025.12 2025.09 2025.06 2025.03 2024.12 다우존스지수 46,341.51 48,063.29 46"
✅,069730,DSR제강,5290.0,00151298,DSR제강,분기보고서 (2026.03),20260515,A,68,0.0,12,133.8,89,25,58,6,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 114건 / 환헤지/파생상품 단서 58건 / 외화부채·수입원가 부담 단서 6건 / 공시신뢰도 A,"- 지역별 담당자를 두고 지속적인 관리 및 정기적인 출장 등을 통해 현황 파악. - 주요 국가의 시장 및 고객 현황을 대부분 파악 하고 있으므로, 95% 이상 직수출임. 2) 조건 : - 현금 ㆍ 외상판매 및 실수요자 정기결제 시스템. - MASTER, LOCAL L/C, T/T 및 D/A에 의한 수출. (4) 판매전략 -"
✅,155660,DSR,4280.0,00110608,DSR,분기보고서 (2026.03),20260515,A,68,0.0,12,133.8,207,38,128,6,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 245건 / 환헤지/파생상품 단서 128건 / 외화부채·수입원가 부담 단서 6건 / 공시신뢰도 A,"품되고 있습니다. 서울영업팀과 부산영업팀이 지역에 따라 판매를 실시하고 있으며, 판매 조건은 현금 및 약속어음, 구매카드의 형태로 거래가 이루어 지고 있습니다. 수출의 경우도 판매 구조는 실수요자 보다는 도매상 위주의 판매가 이루어 지고 있습니다. 당사의 판매법인인 DSR INTERNATIONAL CORP, 유럽사무소, DS"
✅,298050,HS효성첨단소재,197900.0,01316254,HS효성첨단소재,[기재정정]분기보고서 (2026.03),20260518,A,68,0.0,12,133.8,169,51,101,6,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: [기재정정]분기보고서 (2026.03) / 수출/해외·환율 단서 220건 / 환헤지/파생상품 단서 101건 / 외화부채·수입원가 부담 단서 6건 / 공시신뢰도 A,"1,601백만원, 연결조정 ▲138,101백만원입니다. 지배회사 및 해외종속회사별로 구분하면, 지배회사의 별도 기준 매출액은 총 125,443백만원이고, 그 중 수출은 105,982백만원(84.49%), 내수는 19,461백만원(15.51%)입니다. 주요 매출처로는 HS Hyosung Vietnam Co., Ltd.(18.2"
✅,432320,KB스타리츠,1504.0,01622720,KB스타리츠,[기재정정]사업보고서 (2026.01),20260512,A,68,0.0,12,133.8,29,111,230,6,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: [기재정정]사업보고서 (2026.01) / 수출/해외·환율 단서 140건 / 환헤지/파생상품 단서 230건 / 외화부채·수입원가 부담 단서 6건 / 공시신뢰도 A,"주주명 보통주식수(주) 지분율(%) ㈜한국씨티은행 (KB스타리츠일반사모부동산투자신탁제1~3호등의 신탁업자) 27,229,507 26.85 중소기업은행 (라이프 글로벌리츠Pre-IPO 일반사모투자신탁제1호의 신탁업자) 12,084,088 11.92 KB증권㈜ 9,146,570 9.02 ㈜신한은행 (미래에셋TIGER부동산인프라고"
✅,039570,HDC랩스,7920.0,00350312,HDC랩스,분기보고서 (2026.03),20260515,A,62,0.0,0,132.0,12,6,18,0,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 18건 / 환헤지/파생상품 단서 18건 / 공시신뢰도 A,"4. 매출 및 수주상황 가. 매출실적 (단위: 백만원) 부문 매출유형 제28기1분기 제27기 제26기 홈사업부문 홈네트워크,시설물유지관리 공사매출용역매출기타매출 수출 346 866 1,113 내수 28,419 145,282 118,704 소계 28,765 146,168 119,817 건설사업부문 기전부문 공사매출 내수 24,"
✅,365550,ESR켄달스퀘어리츠,3635.0,01437186,ESR켄달스퀘어리츠,반기보고서 (2026.02),20260414,A,62,0.0,0,132.0,7,14,7,0,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 반기보고서 (2026.02) / 수출/해외·환율 단서 21건 / 환헤지/파생상품 단서 7건 / 공시신뢰도 A,"의 투자자로부터 자금을 모아 부동산, 부동산 관련 증권등에 투자, 운용하고 그 수익을 투자자에게 돌려주는 부동산 간접투자기구인 주식회사입니다. 리츠는 1960년 미국에서 최초 도입 되었으며, 한국에는 1997년 외환위기 이후 기업들의 보유 부동산 유동화를 통한 기업구조조정을 촉진하기 위해 2001년 처음 도입되었습니다. 이후"
✅,002100,경농,9100.0,00101433,경농,분기보고서 (2026.03),20260515,A,66,0.0,14,131.1,59,46,34,7,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 105건 / 환헤지/파생상품 단서 34건 / 외화부채·수입원가 부담 단서 7건 / 공시신뢰도 A,"2,672 비료 등 562 1,686 2,326 소계 105,254 216,291 199,412 비료 제품 복합비료 내수 34,681 77,225 72,793 수출 1,065 1,821 1,565 상품 유기질 외 내수 7,014 19,569 25,203 소계 42,760 98,615 99,561 스마트팜 상품 관수자재 등"
✅,002170,SYTS,50500.0,00127042,SYTS,분기보고서 (2026.03),20260515,A,66,0.0,14,131.1,174,80,77,6,1,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 254건 / 환헤지/파생상품 단서 77건 / 외화부채·수입원가 부담 단서 7건 / 공시신뢰도 A,"상법 제 542조의 8)4) 주주총회 소집 방식 명확화5) 개정상법 규정 시행시기 반영 ※ 최근 5사업연도 기준 사업목적 현황 구 분 사업목적 사업영위 여부 1 수출입업, 해륙물품 매매업 및 대행업 영위 2 해운업 미영위 3 각종 도료제조 및 가공업 미영위 4 피혁가공 및 판매업 영위 5 피혁제품봉제와 기타제품봉제업 및 판매"
✅,010120,LS ELECTRIC,222500.0,00105855,엘에스일렉트릭,분기보고서 (2026.03),20260514,A,66,0.0,14,131.1,354,86,544,7,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 440건 / 환헤지/파생상품 단서 544건 / 외화부채·수입원가 부담 단서 7건 / 공시신뢰도 A,"설립2023.05. 2000MVA 단락발전기 2호기 준공식2023.06. Bastrop Tech Center 설립 2023.11. 제60회 무역의 날 '7억불 수출탑' 수상2023.12. 1,100억 규모 대만 카오슝 MRT 전력시스템 공급 계약 체결2024.01. 1,500억원 규모 영국 Burnley Widow Hill"
✅,402340,SK스퀘어,1358000.0,01596425,SK스퀘어,분기보고서 (2026.03),20260514,A,66,0.0,14,131.1,65,73,29,7,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 138건 / 환헤지/파생상품 단서 29건 / 외화부채·수입원가 부담 단서 7건 / 공시신뢰도 A,"[SK스퀘어] 가. 매출실적 (단위:백만원) 사업부문 매출유형 품목 제6기 1분기(2026년) 제5기(2025년) 제4기(2024년) 투자사업 서비스 지주사업 수출 - - - 내수 282 1,099 182 합계 282 1,099 182 모빌리티 사업 서비스 운송주선업 및 모빌리티 사업 등 수출 3,471 23,326 16,"
✅,499790,GS피앤엘,48200.0,01882845,GS피앤엘,분기보고서 (2026.03),20260515,A,62,0.0,4,130.6,17,8,8,2,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 25건 / 환헤지/파생상품 단서 8건 / 외화부채·수입원가 부담 단서 2건 / 공시신뢰도 A,"사의 보고부문 구분 기준에 의하여 다음과 같이 구분되며주요 내용은 다음과 같습니다. 사업부문 주요 재화 및 용역 주요 고객정보 유통 일반소비용품 소매 고객 무역 수출입업 및 동 대행업, 국내외 상사 대리점업, 수출입품의 판매업 및 위탁업 Jindal, PT.PABRIK BESI BETON 등 가스전력사업 전력, 도시가스 및"
✅,000480,CR홀딩스,4840.0,00148984,시알홀딩스,분기보고서 (2026.03),20260514,A,64,0.0,16,128.4,93,25,113,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 118건 / 환헤지/파생상품 단서 113건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"가전전자제품 부품 등 현대자동차기아자동차 등 자동차, Motor-cycle, 가전제품, 전자제품, 기타 기계부품용철계, 청동계소결기계부품의 제조, 조립, 판매, 수출업 골프장업 ㈜화순컨트리클럽 그린피, 카트이용등 입장고객 골프장 건설 및 경영, 부동산업 부동산업 ㈜브이인마크청년주택위탁관리부동산투자회사인사동프로젝트금융투자 ㈜시"
✅,003620,KG모빌리티,3185.0,00138242,KG모빌리티,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,107,89,275,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 196건 / 환헤지/파생상품 단서 275건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"및 동부분품의 제조, 판매업 2. 각종 중기 및 동부분품의 제조, 판매업 3. 각종 자동차 및 중기의 수리업 4. 자동차 검사대행사업 5. 소방기기 제작업 6. 수출입업 및 동대행업 7. 자동차부품 도매업 8. 물품매도확약서 발행업 9. 각종 엔진 및 관련 부품의 제조·생산 10. 자동차 등록 대행업 11. 수출입품의 판매"
✅,005090,SGC에너지,58400.0,00125150,SGC에너지,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,54,25,53,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 79건 / 환헤지/파생상품 단서 53건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"3 도서인쇄비, 판관비 16,472,290 견본품비, 판관비 177,520,143 무형자산상각비, 판관비 189,115,456 전력비, 판관비 1,108,354 수출제비용, 판관비 637,116,007 외주용역비, 판관비 155,721,004 사용권자산 감가상각비, 판관비 288,687,128 회의비, 판관비 30,000 하"
✅,007340,DN오토모티브,40300.0,00116949,DN오토모티브,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,183,31,106,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 214건 / 환헤지/파생상품 단서 106건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,DTR VMS 사업부 인수 2011. 08 울산 MF BATTERY 공장 증설 2012. 11 북정공장 다이캐스팅사업부 신설 2013. 12 제50회 무역의 날 수출 2억불탑 수상 2014. 10 이탈리아 C.F.Gomma S.r.l. 인수 2015. 03 동아타이어공업(주) 고용창출 우수기업 선정 2015. 03 주식회사
✅,008970,KBI동양철관,1421.0,00117629,KBI동양철관,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,81,64,102,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 145건 / 환헤지/파생상품 단서 102건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"및 SOC투자와 밀접한 관계에 있습니다. 경영의 내실화를 도모하고 생산 제품의 고급화와 판매 방식 전환으로 유동성을 확보하고, 내수 중심의 매출 구조에서 점차 수출 지향으로의 전환을 추진하고 있습니다. 주요 수출 지역은 중동, 아프리카, 남미 등으로 품질의 우수성을 인정받고 있으며, 계속해서 새로운 거래처를 모색하고 있습니"
✅,009160,SIMPAC,4515.0,00138260,SIMPAC,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,121,20,54,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 141건 / 환헤지/파생상품 단서 54건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,t. 합금하지 않은 주석괴) / 니켈(Nickel) 등 산업 전반에 걸쳐 필수적인 핵심 비철금속을 중심으로 최적화된 유통 솔루션을 제공하고 있습니다.사업 구조는 수출입 혹은 삼국간 중계 무역을 하는 사업으로 공급 자원을 수입하고 내수로 판매 혹은 국내 제품을 수출하고 있습니다.(2) 산업의 성장성글로벌 경기침체가 당사의 전방
✅,016380,KG스틸,6120.0,00115676,KG스틸,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,78,23,53,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 101건 / 환헤지/파생상품 단서 53건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"아산만 전기로 제철공장 준공○ 2009. 11 석도강판사업부 HACCP 인증 획득○ 2010. 04 국내 철강업계 유일 녹색기업 선정○ 2010. 11 10억불 수출탑 수상○ 2010. 11 국가품질상(6시그마 혁신상)대통령 표창 수상○ 2011. 07 태국현지법인 Dongbu Thai Steel Co.,Ltd. 설립○ 20"
✅,017670,SK텔레콤,103000.0,00159023,SK텔레콤,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,46,73,127,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 119건 / 환헤지/파생상품 단서 127건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"국내외 부동산의 개발, 투자, 자문, 운용업3의 3. 마리나항만시설의 설치, 운영, 관리 및 이에 수반되는 부대사업4. 국내외 자원의 탐사, 채취, 개발사업5. 수출입대행업, 무역대리업을 포함한 수출입사업6. 시장조사, 경영자문 및 컨설팅업7. 신기술사업 관련 투자, 관리, 운영사업 및 창업지원사업8. 운송, 보관, 하역 및"
✅,033780,KT&G,187800.0,00244455,케이티앤지,분기보고서 (2026.03),20260515,A,64,0.0,16,128.4,276,56,94,8,0,OK,OK_ZIP,DART corp_code 매칭 / 최근 보고서: 분기보고서 (2026.03) / 수출/해외·환율 단서 332건 / 환헤지/파생상품 단서 94건 / 외화부채·수입원가 부담 단서 8건 / 공시신뢰도 A,"부 미해당 벤처기업 해당 여부 미해당 중견기업 해당 여부 미해당 사. 주요 사업의 내용 당사는 궐련의 제조와 판매를 주요 사업으로 영위하고 있으며, 국내는 물론 수출 및 해외법인을 통한 직접사업으로 해외사업을 확장하고 있습니다. 차세대 제품인 HNB사업 등으로 사업영역을 넓혀가고 있으며, 부동산 임대/운영/개발 등의 사업 또"
